id,name
101,ボウル
102,バット
103,耐熱皿・器
201,両手鍋・片手鍋
202,フライパン
203,やかん
204,蒸し器
205,落とし蓋
206,炊飯器の内釜
207,鍋の蓋
208,フライパンの蓋
211,天板
301,包丁
302,まな板
303,スライサー
304,ピーラー
305,料理ばさみ
401,泡だて器
402,耐熱ゴムべら
403,木製へら
404,しゃもじ
405,菜箸
406,おたま
407,網杓子
408,フライ返し
409,スプーン
410,フォーク
501,ミキサー
502,おろし器
503,裏漉し器
504,味噌漉し
505,ざる
506,ふるい
601,めん棒
602,刷毛
603,パレットナイフ
701,巻き簀
702,串
703,型
801,台秤
802,計量カップ
803,計量スプーン
804,温度計
901,クッキングペーパー
902,クッキングシート
903,ラップフィルム
904,アルミホイル
905,スケッパー
